geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_PcKD_change
CG6765	99.7615527868879	1.07227055691633	0.274435824059754	3.90718143518632	9.33790353524629e-05	0.000997179041756593	enriched in absence of Pc
bol	46.8312548240687	-1.22487018982715	0.340180055747742	-3.60065256363954	0.000317419507795206	0.00279600201429028	depleted in absence of Pc
Slc45-1	66.6095521132944	-1.33651563339349	0.491332513997063	-2.72018560815513	0.00652452822333534	0.032455701651323	depleted in absence of Pc
PGRP-LF	18.0949426167415	-1.81047173865074	0.512138744499457	-3.5351196489151	0.000407590556534006	0.00342985611295378	depleted in absence of Pc
Cpr67B	48.8349417423272	-2.34704756498386	0.567623475635473	-4.13486697736781	3.55160296766445e-05	0.000444102148862658	depleted in absence of Pc
dpr6	23.6036907067685	-1.84200072999398	0.558894873688133	-3.29579106324355	0.000981449778170099	0.0070385344385434	depleted in absence of Pc
CR46006	380.286428861023	3.30870486072291	0.303843918047253	10.8894885307803	1.29364745128148e-27	5.09547828791293e-25	enriched in absence of Pc
Cpr67Fa1	5.51869828476837	-3.21823621135837	1.24143564797484	-2.59235041027562	0.00953226258542426	0.043736514846474	depleted in absence of Pc
CG12522	13.5485953092967	5.01605524103329	1.38014857408623	3.63443134689633	0.000278594427431831	0.00252709081605791	enriched in absence of Pc
nol	106.140365080258	-3.21338756300523	1.15353147880903	-2.78569559828824	0.0053413004139071	0.0276683143848369	depleted in absence of Pc
CG14143	13.632062558596	-3.9477103550401	1.17996254647966	-3.34562344103025	0.000820978066507234	0.00611059726475061	depleted in absence of Pc
Muc68Ca	227.95486311824	-3.30530456347217	0.988689657589292	-3.34311635415652	0.000828431561573292	0.00615226078467881	depleted in absence of Pc
CG10361	23.542778357795	-2.35295849931078	0.902213945659792	-2.60798285221589	0.00910775168038419	0.0422812715135152	depleted in absence of Pc
CG6910	524.27707928192	-2.10185591590312	0.813402396783599	-2.58402965643376	0.00976533970828351	0.0445068286393108	depleted in absence of Pc
caup	971.130213730064	1.10070643438288	0.102602889938137	10.7278307175026	7.53441235204656e-27	2.75571131776103e-24	enriched in absence of Pc
Zmynd10	31.3225035539871	1.97269082693023	0.43552026561826	4.52950409581933	5.91222882663963e-06	9.25797177578234e-05	enriched in absence of Pc
Nplp2	365.99847831011	-2.9496113795451	0.862194513961365	-3.42105097142531	0.000623796398854856	0.00489149993925925	depleted in absence of Pc
CG10738	34.5091580714544	-1.28291280366265	0.34198786514242	-3.75134013345294	0.000175891890847786	0.0016945520735392	depleted in absence of Pc
CG10089	120.703711408404	1.0987440223464	0.200866701353084	5.47001576142293	4.4999555907623e-08	1.27938263545661e-06	enriched in absence of Pc
btl	150.237649947178	1.12045905800073	0.27028328686189	4.14549886161945	3.39074685351493e-05	0.000427600679781364	enriched in absence of Pc
CG34244	60.0850626508335	-1.16692685776766	0.351658801266124	-3.31834964336514	0.000905510584772805	0.00659554331341273	depleted in absence of Pc
DCX-EMAP	31.005771066992	1.34711838897211	0.411490822421831	3.27375075109485	0.00106130180476335	0.007444377933275	enriched in absence of Pc
CG3349	10.9588194265524	3.71784489304833	0.778742071629894	4.77416724804266	1.80452374959751e-06	3.32290664754937e-05	enriched in absence of Pc
Sytbeta	85.240832441497	1.82294023998228	0.333193340152683	5.47111847777911	4.47204196069504e-08	1.27571536823058e-06	enriched in absence of Pc
CG12310	1853.29791132889	-2.28644584041325	0.832714827620339	-2.74577293999586	0.00603685287556754	0.0305150100190953	depleted in absence of Pc
CG17029	23.924286983536	-1.65763462340984	0.540476901039772	-3.06698513890395	0.00216229607169144	0.0132758237830887	depleted in absence of Pc
CG17027	20.8976316826622	-2.26102291465207	0.587994646145779	-3.84531207804824	0.000120399106627003	0.00124044995067116	depleted in absence of Pc
CG43295	93.7111301131193	2.54465860543758	0.279943380779098	9.08990453125076	9.91260582711694e-20	1.81276779063401e-17	enriched in absence of Pc
CG13071	8.78892364666517	-4.94261023671462	1.24419443053408	-3.97253846779637	7.11107479098811e-05	0.000787957313546698	depleted in absence of Pc
CG13065	2.0158632557071	-4.11299821277177	1.56025765492704	-2.63610192828318	0.00838645356406018	0.0397618846988613	depleted in absence of Pc
CG13046	150.183414369227	-1.42151320227968	0.15903295779454	-8.93848182158686	3.94553366882874e-19	6.5171306939476e-17	depleted in absence of Pc
CG13043	22.4823377594061	-3.251831785174	0.636469619723411	-5.10917046847757	3.23576312764869e-07	7.28295608576929e-06	depleted in absence of Pc
CG13041	260.893723028837	-1.26874126559896	0.276223141602656	-4.59317513455855	4.36552392753178e-06	7.0824301201337e-05	depleted in absence of Pc
CG13060	67.4914855488567	-2.81309869210769	0.441690526490348	-6.3689359933989	1.90344015822293e-10	8.86051393652771e-09	depleted in absence of Pc
CG13059	2.02027507690604	-5.21681700438802	1.62980530481969	-3.20088355888936	0.00137006886196644	0.0091945447020959	depleted in absence of Pc
