geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_sdPc_change
CG1113	8.16490945166024	-5.2583248589626	1.22197087383263	-4.30315073097462	1.683862079497e-05	8.95721078399097e-05	depleted in absence of sd and Pc
CG2663	94.1474413831335	-3.42884402820005	0.587166235722767	-5.83964781963211	5.23112847597941e-09	5.43518652784877e-08	depleted in absence of sd and Pc
CG31547	292.568903184864	1.43445342348825	0.417473977262319	3.43603075069495	0.000590303966830402	0.00217904719954033	enriched in absence of sd and Pc
CR46136	23.3946474026688	-8.41767670021074	1.53854815068535	-5.47118183884013	4.47044317950435e-08	4.01725019375039e-07	depleted in absence of sd and Pc
CG2082	34.4502630698838	-2.09439849928114	0.400379547367514	-5.23103268648901	1.68565697423901e-07	1.33924120263753e-06	depleted in absence of sd and Pc
CG1208	13.6552996815238	-1.82929324902606	0.722447374100336	-2.53207820334884	0.0113388699073096	0.029193516008458	depleted in absence of sd and Pc
CG1213	9.96004685748008	-2.43470594982682	0.890570581763234	-2.73387196891948	0.0062594378158193	0.0174726252375735	depleted in absence of sd and Pc
CG11459	64.9899847754489	-7.96870064524615	1.72063324387302	-4.63126042323185	3.63446381395879e-06	2.23769343578937e-05	depleted in absence of sd and Pc
Gasp	4208.02828503776	-1.18959311728078	0.145004695207069	-8.20382481809999	2.32857349189062e-16	6.3081623840071e-15	depleted in absence of sd and Pc
Obp83ef	23.1262285938846	-7.66091474449171	1.58636788219116	-4.82921699972274	1.3707096984076e-06	9.25499855332112e-06	depleted in absence of sd and Pc
Osi24	139.711035466095	-1.3512755897754	0.232047339849783	-5.82327550339581	5.77053117276604e-09	5.96216648706162e-08	depleted in absence of sd and Pc
Osi2	93.1911511414006	1.98715276869883	0.247161184707562	8.03990631073405	8.99071864716996e-16	2.28512384471663e-14	enriched in absence of sd and Pc
Osi6	28.0879026133447	2.10575802477265	0.48770756976821	4.31766524717556	1.57688344157116e-05	8.452917174484e-05	enriched in absence of sd and Pc
Osi9	31.7690890378986	-1.8331851275665	0.419768330594092	-4.36713537910786	1.25886705711641e-05	6.91847422236121e-05	depleted in absence of sd and Pc
CG15597	4.76265568940867	-4.55822888168779	1.30128645642693	-3.50286353875054	0.000460285205507022	0.0017502183422001	depleted in absence of sd and Pc
Osi14	40.960945947403	5.66374441346802	0.779658562403385	7.26439070457829	3.74723462958769e-13	6.93675583847174e-12	enriched in absence of sd and Pc
Osi15	9.94314676803006	4.25764885004593	1.01474804088554	4.19576947035087	2.71946743660507e-05	0.000137797102273597	enriched in absence of sd and Pc
Osi17	7.36375708781897	-2.26911943953009	0.827055712529088	-2.74361134945946	0.00607674352808826	0.0170397350079466	depleted in absence of sd and Pc
Neurochondrin	162.220689839113	-3.43384642808495	0.618867869836975	-5.54859380402074	2.87976364634308e-08	2.65881419949565e-07	depleted in absence of sd and Pc
CG15186	15.6022961140498	-2.14835444643003	0.744665696016554	-2.88499182642929	0.00391423824122161	0.0116337822170855	depleted in absence of sd and Pc
agt	261.147542788278	1.48720930662627	0.20043033741336	7.42008084115085	1.17048868547403e-13	2.30507408325533e-12	enriched in absence of sd and Pc
lab	70.6593344555148	-1.68352366833707	0.291361264302856	-5.77813139425125	7.55348116466336e-09	7.65479154159817e-08	depleted in absence of sd and Pc
pb	3.89180405176517	-3.8816642640337	1.25462777286224	-3.09387720246163	0.001975592382486	0.00634738345162628	depleted in absence of sd and Pc
Ama	4622.04154222862	1.14800275755688	0.0958490896033047	11.9771900005329	4.67916247765675e-33	6.7495399531602e-31	enriched in absence of sd and Pc
Dfd	220.731416627154	-2.60892830573722	0.162520140906748	-16.0529537519549	5.45070804117164e-58	3.56123613019373e-55	depleted in absence of sd and Pc
CR44932	15.0303266491659	2.98787945351663	0.720910064662219	4.1445938959343	3.40416451245095e-05	0.0001689457338686	enriched in absence of sd and Pc
Antp	632.765173763817	3.12669245424206	0.260678282767495	11.9944493305982	3.79935502533304e-33	5.55255740347027e-31	enriched in absence of sd and Pc
CR44933	2.63096571071137	3.13175545834562	1.29591235822163	2.41664140208007	0.0156644407324206	0.0384497112077338	enriched in absence of sd and Pc
Sodh-1	12.21264281521	-3.98000472932943	1.35705314884946	-2.9328289261948	0.00335888915019558	0.0101405767304219	depleted in absence of sd and Pc
Mlp84B	198.605487175776	-4.51750785429513	0.887828081171659	-5.0882687201484	3.6134710990142e-07	2.72840404464655e-06	depleted in absence of sd and Pc
